Part No.,Part Description,Vehicle Identification No.(VIN),Supplier,Defect Code,Defect Description/Reason,Service Cost($),Replacement Cost,Claim Value($),Possible Causes,Responsibility,Possible Causes Source,Claim Source,Claim Source
28392795,Air flow circuit,4HGBK41JXMN144199,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit High,$145.00,$391.00,$246.00,Damaged MAF sensor,Supplier,https://www.carparts.com/blog/p0103-code-mass-or-volume-air-flow-a-circuit-high/,  https://www.yourmechanic.com/article/-p0103-obd-ii-trouble-code-p0103-mass-airflow-maf-circuit-high-air-flow-and-high-voltage-output-by-john-nelson,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392796,Air flow circuit,4HGBK41JXMN145200,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Intermittent/Erratic,$145.00,$478.00,$333.00,Air leaks in the tube from the MAF to the throttle body,Dealer,https://avtotachki.com/en/p0104-neustoychivyy-kontur-massovogo-rashoda-vozduha-maf/,  https://www.yourmechanic.com/article/-p0103-obd-ii-trouble-code-p0103-mass-airflow-maf-circuit-high-air-flow-and-high-voltage-output-by-john-nelson,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392797,Air flow circuit,4HGBK41JXMN146201,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Intermittent/Erratic,$145.00,$384.00,$239.00,Intermittent circuit A open or short H52,Dealer,https://avtotachki.com/en/p0104-neustoychivyy-kontur-massovogo-rashoda-vozduha-maf/,  https://www.yourmechanic.com/article/-p0103-obd-ii-trouble-code-p0103-mass-airflow-maf-circuit-high-air-flow-and-high-voltage-output-by-john-nelson,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392798,Manifold Absolute Pressure,4HGBK41JXMN147202,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP/BARO) Sensor Range/Performance,$150.00,$310.00,$160.00,Slow responding MAP sensor,Dealer,https://www.fixter.co.uk/blog/obd-ii-trouble-code-p0106-manifold-absolute-pressure/,"https://www.fixdapp.com/blog/p0106-code/#:~:text=Depending%20on%20the%20shop's%20labor,perform%20the%20repairs%20for%20you.",
28392799,Manifold Absolute Pressure,4HGBK41JXMN148203,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP/BARO) Sensor Range/Performance,$150.00,$270.00,$120.00,Electrical circuit failure,Dealer,https://www.fixter.co.uk/blog/obd-ii-trouble-code-p0106-manifold-absolute-pressure/,"https://www.fixdapp.com/blog/p0106-code/#:~:text=Depending%20on%20the%20shop's%20labor,perform%20the%20repairs%20for%20you.",
28392800,Manifold Absolute Pressure,4HGBK41JXMN149204,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP/BARO) Sensor Range/Performance,$150.00,$310.00,$160.00,Damaged MAP sensor,Supplier,https://www.fixter.co.uk/blog/obd-ii-trouble-code-p0106-manifold-absolute-pressure/,"https://www.fixdapp.com/blog/p0106-code/#:~:text=Depending%20on%20the%20shop's%20labor,perform%20the%20repairs%20for%20you.",
28392801,Manifold Absolute Pressure,4HGBK41JXMN150205,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure (BARO) Sensor Low,$135.00,$375.00,$240.00,"Open in the circuit, or short to ground",Dealer,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,http://p0107.enginetroublecode.com/
28392802,Manifold Absolute Pressure,4HGBK41JXMN151206,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure (BARO) Sensor Low,$135.00,$375.00,$240.00,"VREF circuit open, or short to ground",Dealer,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,http://p0107.enginetroublecode.com/
28392803,Manifold Absolute Pressure,4HGTH41JXMN136191,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure (BARO) Sensor Low,$135.00,$535.00,$400.00,Damaged MAP sensor,Supplier,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,https://www.yourmechanic.com/article/-p0107-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-low-voltage-input-problem-by-john-nelson,http://p0107.enginetroublecode.com/
28392804,Manifold Absolute Pressure,4HGTH41JXMN137192,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure,$135.00,$272.00,$137.00,VREF shorted to VPWR,Supplier,https://www.carparts.com/blog/p0108-code-manifold-absolute-pressurebarometric-pressure-high/,https://www.yourmechanic.com/article/-p0108-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-high-voltage-input-problem-by-john-nelson,https://costhack.com/vehicles-map-sensor-cost/
28392805,Manifold Absolute Pressure,4HGTH41JXMN138193,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure,$135.00,$272.00,$137.00,MAP signal shorted to VPWR,OEM,https://www.carparts.com/blog/p0108-code-manifold-absolute-pressurebarometric-pressure-high/,https://www.yourmechanic.com/article/-p0108-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-high-voltage-input-problem-by-john-nelson,https://costhack.com/vehicles-map-sensor-cost/
28392806,Manifold Absolute Pressure,4HGTH41JXMN139194,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure,$135.00,$272.00,$137.00,VREF should be less than 6.0 volts. The PID reading is in frequency/volts,OEM,https://www.carparts.com/blog/p0108-code-manifold-absolute-pressurebarometric-pressure-high/,https://www.yourmechanic.com/article/-p0108-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-high-voltage-input-problem-by-john-nelson,https://costhack.com/vehicles-map-sensor-cost/
28392807,Manifold Absolute Pressure,4HGTH41JXMN140195,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure,$135.00,$272.00,$137.00,Open circuit,Dealer,https://www.carparts.com/blog/p0108-code-manifold-absolute-pressurebarometric-pressure-high/,https://www.yourmechanic.com/article/-p0108-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-circuit-high-voltage-input-problem-by-john-nelson,https://costhack.com/vehicles-map-sensor-cost/
28392808,Manifold Absolute Pressure,4HGTH41JXMN141196,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure (BARO) Sensor Intermittent,$135.00,$335.00,$200.00,Loose electrical connection,Dealer,https://www.yourmechanic.com/article/p0109-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-electrical-circuit-intermittent-malfunction-by-john-nelson,https://www.yourmechanic.com/article/p0109-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-electrical-circuit-intermittent-malfunction-by-john-nelson,http://p0109.enginetroublecode.com/
28392809,Manifold Absolute Pressure,4HGTH41JXMN142197,Pacco Industrial Corporation,P0068,Manifold Absolute Pressure (MAP)/Barometric Pressure (BARO) Sensor Intermittent,$150.00,"$2,350.00","$2,200.00",Damaged MAP sensor,Supplier,https://www.yourmechanic.com/article/p0109-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-electrical-circuit-intermittent-malfunction-by-john-nelson,https://www.yourmechanic.com/article/p0109-obd-ii-trouble-code-manifold-air-pressure-map-barometric-pressure-sensor-electrical-circuit-intermittent-malfunction-by-john-nelson,http://p0109.enginetroublecode.com/
28392810,Intake air temperature sensor,4HGTH41JXMN143198,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit Range/Performance,$150.00,"$2,290.00","$2,140.00",IAT Sensor,Supplier,"https://shop.advanceautoparts.com/r/advice/car-maintenance/p0111-obd-ii-trouble-code-iat-sensor-circuit-range-or-performance-problem#:~:text=P0111%20OBD%2DII%20Trouble%20Code%20(IAT%20Sensor,Circuit%20Range%20or%20Performance%20Problem)&text=An%20illuminated%20check%20engine%20light,that's%20outside%20of%20normal%20parameters.",https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-safford,http://p0111.enginetroublecode.com/
28392811,Intake air temperature sensor,4HGTH41JXMN144199,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit Low,$134.00,$434.00,$300.00,Grounded circuit in the harness,Dealer,https://www.yourmechanic.com/article/p0112-obd-ii-trouble-code-pcode-brief-definition-by-jay-safford,http://p0112.enginetroublecode.com/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-safford
28392812,Intake air temperature sensor,4HGTH41JXMN145200,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit Low,$134.00,$534.00,$400.00,Damaged sensor,Supplier,https://www.yourmechanic.com/article/p0112-obd-ii-trouble-code-pcode-brief-definition-by-jay-safford,http://p0112.enginetroublecode.com/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-safford
28392813,Intake air temperature sensor,4HGTH41JXMN146201,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit Low,$134.00,$484.00,$350.00,Improper harness connection,Dealer,https://www.yourmechanic.com/article/p0112-obd-ii-trouble-code-pcode-brief-definition-by-jay-safford,http://p0112.enginetroublecode.com/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-safford
28392814,Intake air temperature sensor,4HGTH41JXMN147202,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit High,$75.00,$186.00,$111.00,Open circuit in the harness,Dealer,https://www.carparts.com/blog/p0113-code-intake-air-temperature-sensor-1-circuit-high-input/,https://www.fixdapp.com/blog/p0113-code/,
28392815,Intake air temperature sensor,4HGTH41JXMN148203,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit High,$75.00,$186.00,$111.00,Sensor signal short to voltage,Dealer,https://www.carparts.com/blog/p0113-code-intake-air-temperature-sensor-1-circuit-high-input/,https://www.fixdapp.com/blog/p0113-code/,
28392816,Intake air temperature sensor,4HGTH41JXMN149204,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit High,$75.00,$186.00,$111.00,Damaged sensor,Supplier,https://www.carparts.com/blog/p0113-code-intake-air-temperature-sensor-1-circuit-high-input/,https://www.fixdapp.com/blog/p0113-code/,
28392817,Intake air temperature sensor,4HGTH41JXMN150205,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature (IAT) Sensor 1 Circuit High,$75.00,$186.00,$111.00,Improper harness connection,Dealer,https://www.carparts.com/blog/p0113-code-intake-air-temperature-sensor-1-circuit-high-input/,https://www.fixdapp.com/blog/p0113-code/,
28392818,Intake air temperature sensor,4HGTH41JXMN151206,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Sensor 1 Intermittent/Erratic,$100.00,$300.00,$200.00,Damaged harness,Supplier,https://www.carparts.com/blog/p0114-code-intake-air-temperature-sensor-1-intermittent-erratic-bank-1/,"https://obd2pros.com/dtc-codes/p0114/#:~:text=The%20repair%20cost%20of%20a,%24100%2D%24150%20for%20labor.",https://mechanicbase.com/engine/intake-air-temperature-sensor-symptoms-iat/
28392819,Intake air temperature sensor,4HGMK41JXMN136191,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Sensor 1 Intermittent/Erratic,$100.00,$300.00,$200.00,Damaged sensor,Supplier,https://www.carparts.com/blog/p0114-code-intake-air-temperature-sensor-1-intermittent-erratic-bank-1/,"https://obd2pros.com/dtc-codes/p0114/#:~:text=The%20repair%20cost%20of%20a,%24100%2D%24150%20for%20labor.",https://mechanicbase.com/engine/intake-air-temperature-sensor-symptoms-iat/
28392820,Intake air temperature sensor,4HGMK41JXMN137192,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Sensor 1 Intermittent/Erratic,$100.00,$300.00,$200.00,Damaged harness connector,Supplier,https://www.carparts.com/blog/p0114-code-intake-air-temperature-sensor-1-intermittent-erratic-bank-1/,"https://obd2pros.com/dtc-codes/p0114/#:~:text=The%20repair%20cost%20of%20a,%24100%2D%24150%20for%20labor.",https://mechanicbase.com/engine/intake-air-temperature-sensor-symptoms-iat/
28392821,Intake air temperature sensor,4HGMK41JXMN138193,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Range/Performance,$134.00,$334.00,$200.00,ECT or CHT sensor,Supplier,"https://www.yourmechanic.com/article/p0116-obd-ii-trouble-code-ect-sensor-circuit-range-performance-problem-by-jay-safford#:~:text=What%20the%20P0116%20code%20means,to%20the%20next%20cold%20start.",https://www.autozone.com/diy/climate-control/what-is-an-ect-sensor,https://www.yourmechanic.com/article/p0116-obd-ii-trouble-code-ect-sensor-circuit-range-performance-problem-by-jay-safford
28392822,Intake air temperature sensor,4HGMK41JXMN139194,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Range/Performance,$134.00,$334.00,$200.00,Coolant system concern,OEM,"https://www.yourmechanic.com/article/p0116-obd-ii-trouble-code-ect-sensor-circuit-range-performance-problem-by-jay-safford#:~:text=What%20the%20P0116%20code%20means,to%20the%20next%20cold%20start.",https://www.autozone.com/diy/climate-control/what-is-an-ect-sensor,https://www.yourmechanic.com/article/p0116-obd-ii-trouble-code-ect-sensor-circuit-range-performance-problem-by-jay-safford
28392823,Engine Coolant Temperature,4HGMK41JXMN140195,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Low,$110.00,$250.00,$650.00,Grounded circuit in the harness,Dealer,https://www.carparts.com/blog/p0117-code-engine-coolant-temperature-sensor-1-circuit-low/,https://www.fixdapp.com/blog/p0117-code/,
28392824,Engine Coolant Temperature,4HGMK41JXMN141196,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Low,$120.00,$320.00,$200.00,Damaged sensor,Supplier,https://www.carparts.com/blog/p0117-code-engine-coolant-temperature-sensor-1-circuit-low/,https://www.fixdapp.com/blog/p0117-code/,
28392825,Engine Coolant Temperature,4HGMK41JXMN142197,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Low,$110.00,$250.00,$650.00,Incorrect harness connection,Dealer,https://www.carparts.com/blog/p0117-code-engine-coolant-temperature-sensor-1-circuit-low/,https://www.fixdapp.com/blog/p0117-code/,
28392826,Engine Coolant Temperature,4HGMK41JXMN143198,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit High,$145.00,$945.00,$800.00,Open circuit in the harness,Dealer,https://www.yourmechanic.com/article/p0118-obd-ii-trouble-code-engine-coolant-temperature-ect-sensor-circuit-high-open-problem-by-jay-safford,https://www.fixdapp.com/blog/p0118-code/,
28392827,Engine Coolant Temperature,4HGMK41JXMN144199,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit High,$130.00,$270.00,$140.00,Sensor signal short to voltage,Dealer,https://www.yourmechanic.com/article/p0118-obd-ii-trouble-code-engine-coolant-temperature-ect-sensor-circuit-high-open-problem-by-jay-safford,https://www.fixdapp.com/blog/p0118-code/,
28392828,Engine Coolant Temperature,4HGMK41JXMN145200,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit High,$130.00,$930.00,$800.00,Improper harness connection,Dealer,https://www.yourmechanic.com/article/p0118-obd-ii-trouble-code-engine-coolant-temperature-ect-sensor-circuit-high-open-problem-by-jay-safford,https://www.fixdapp.com/blog/p0118-code/,
28392829,Engine Coolant Temperature,4HGMK41JXMN146201,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit High,$130.00,$330.00,$200.00,Damaged sensor,OEM,https://www.yourmechanic.com/article/p0118-obd-ii-trouble-code-engine-coolant-temperature-ect-sensor-circuit-high-open-problem-by-jay-safford,https://www.fixdapp.com/blog/p0118-code/,
28392830,Engine Coolant Temperature,4HGMK41JXMN147202,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Intermittent/Erratic,$150.00,"$1,150.00","$1,000.00",Damaged harness,OEM,https://www.obd-codes.com/p0119,https://www.fixdapp.com/blog/p0118-code/,
28392831,Engine Coolant Temperature,4HGMK41JXMN148203,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Intermittent/Erratic,$150.00,$350.00,$200.00,Damaged sensor,OEM,https://www.obd-codes.com/p0119,https://www.fixdapp.com/blog/p0118-code/,
28392832,Engine Coolant Temperature,4HGMK41JXMN149204,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Intermittent/Erratic,$150.00,$300.00,$150.00,Damaged harness connector,OEM,https://www.obd-codes.com/p0119,https://www.fixdapp.com/blog/p0118-code/,
28392833,Engine Coolant Temperature,4HGMK41JXMN150205,Genuine Filtration for Cummins B & L Series Engines,P0114,Engine Coolant Temperature (ECT) Sensor 1 Circuit Intermittent/Erratic,$120.00,$770.00,$650.00,Low engine coolant,Dealer,https://www.obd-codes.com/p0119,https://www.fixdapp.com/blog/p0118-code/,
28392834,Throttle,4HGMK41JXMN151206,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Range/Performance,$134.00,$292.00,$580.00,Obstruction in the throttle plate movement,Dealer,https://www.way.com/blog/p0121-code-know-more-about-it/,https://www.way.com/blog/p0121-code-know-more-about-it/,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford
28392835,Throttle,1HGMK41JXMN201191,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Range/Performance,$134.00,$333.00,$690.00,Damaged throttle body,Supplier,https://www.way.com/blog/p0121-code-know-more-about-it/,https://www.way.com/blog/p0121-code-know-more-about-it/,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford
28392836,Throttle,1HGMK41JXMN201192,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Range/Performance,$134.00,$309.00,$175.00,TP circuit open to PCM,Dealer,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford,https://repairpal.com/estimator/throttle-position-sensor-replacement-cost,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford
28392837,Throttle,1HGMK41JXMN201193,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Range/Performance,$134.00,$319.00,$185.00,Damaged TP sensor,OEM,https://www.way.com/blog/p0121-code-know-more-about-it/,https://repairpal.com/estimator/throttle-position-sensor-replacement-cost,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford
28392838,Throttle,1HGMK41JXMN201194,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Range/Performance,$134.00,$316.00,$182.00,SIG RTN circuit open to the TP sensor,Dealer,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford,https://repairpal.com/estimator/throttle-position-sensor-replacement-cost,https://www.yourmechanic.com/article/p0121-obd-ii-trouble-code-tps-a-circuit-range-performance-problem-by-jay-safford
28392839,Throttle,1HGMK41JXMN201195,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Low,$75.00,$615.00,$540.00,TP sensor not seated properly,Dealer,https://autoditex.com/page/throttle-position-sensor-tps-22-1.html,https://www.way.com/blog/how-to-fix-a-p0122-code-causes-symptoms-and-cost/,https://repairpal.com/estimator/throttle-body-replacement-cost
28392840,Throttle,1HGMK41JXMN201196,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Low,$150.00,$760.00,$610.00,TP circuit open to PCM,Dealer,"https://www.kbb.com/obd-ii/p0122/#:~:text=A%20P0122%20code%20is%20the,below%20the%20sensor's%20anticipated%20range.",https://www.way.com/blog/how-to-fix-a-p0122-code-causes-symptoms-and-cost/,https://repairpal.com/estimator/throttle-body-replacement-cost
28392841,Throttle,1HGMK41JXMN201197,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Low,$75.00,$615.00,$540.00,VREF open to TP sensor H93,Dealer,https://autoditex.com/page/throttle-position-sensor-tps-22-1.html,https://www.way.com/blog/how-to-fix-a-p0122-code-causes-symptoms-and-cost/,https://repairpal.com/estimator/throttle-body-replacement-cost
28392842,Throttle,1HGMK41JXMN201198,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Low,$150.00,$760.00,$610.00,TP circuit short to GND,Dealer,https://www.fixdapp.com/blog/p0122-code/,https://www.way.com/blog/how-to-fix-a-p0122-code-causes-symptoms-and-cost/,https://repairpal.com/estimator/throttle-body-replacement-cost
28392843,Throttle,1HGMK41JXMN201199,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit Low,$150.00,$760.00,$610.00,Damaged TP sensor,OEM,"https://www.kbb.com/obd-ii/p0122/#:~:text=A%20P0122%20code%20is%20the,below%20the%20sensor's%20anticipated%20range.",https://www.way.com/blog/how-to-fix-a-p0122-code-causes-symptoms-and-cost/,https://repairpal.com/estimator/throttle-body-replacement-cost
28392844,Throttle,1HGMK41JXMN201200,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit High,$134.00,$434.00,$300.00,TP sensor harness short to VREF,Dealer,"https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford#:~:text=What%20the%20P0123%20code%20means,sensor's%20expected%20voltage%20specification%20range.",https://mechanicbase.com/trouble-code/p0123/,https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford
28392845,Throttle,1HGMK41JXMN201201,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit High,$134.00,$434.00,$300.00,TP sensor harness is short to voltage,Dealer,"https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford#:~:text=What%20the%20P0123%20code%20means,sensor's%20expected%20voltage%20specification%20range.",https://mechanicbase.com/trouble-code/p0123/,https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford
28392846,Throttle,1HGMK41JXMN201202,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit High,$134.00,$434.00,$300.00,Damaged TP sensor,OEM,"https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford#:~:text=What%20the%20P0123%20code%20means,sensor's%20expected%20voltage%20specification%20range.",https://mechanicbase.com/trouble-code/p0123/,https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford
28392847,Throttle,1HGMK41JXMN201203,Wenzhou Runtong Motor Vehicle Parts Co,P0114,Throttle/Pedal Position Sensor A Circuit High,$134.00,$434.00,$300.00,VREF circuit short to TP sensor,Dealer,"https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford#:~:text=What%20the%20P0123%20code%20means,sensor's%20expected%20voltage%20specification%20range.",https://mechanicbase.com/trouble-code/p0123/,https://www.yourmechanic.com/article/p0123-obd-ii-trouble-code-throttle-pedal-position-sensor-switch-tps-a-circuit-high-input-by-jay-safford
28392848,Engine Coolant Temperature,1HGMK41JXMN201204,Genuine Filtration for Cummins B & L Series Engines,P0114,Insufficient Coolant Temperature For Closed Loop Fuel Control,$75.00,$295.00,$220.00,Insufficient warm up time,Dealer,"https://www.kbb.com/obd-ii/p0125/#:~:text=The%20P0125%20issue%20is%20usually,this%20will%20trigger%20the%20code.",https://www.fixdapp.com/blog/p0125-meaning-causes-symptoms-fixes/,
28392849,Engine Coolant Temperature,1HGMK41JXMN201205,Genuine Filtration for Cummins B & L Series Engines,P0114,Insufficient Coolant Temperature For Closed Loop Fuel Control,$75.00,$295.00,$220.00,Low engine coolant level,OEM,"https://www.kbb.com/obd-ii/p0125/#:~:text=The%20P0125%20issue%20is%20usually,this%20will%20trigger%20the%20code.",https://www.fixdapp.com/blog/p0125-meaning-causes-symptoms-fixes/,
28392850,Engine Coolant Temperature,1HGMK41JXMN201206,Genuine Filtration for Cummins B & L Series Engines,P0114,Insufficient Coolant Temperature For Closed Loop Fuel Control,$75.00,$335.00,$260.00,Leaking or stuck open thermostat,Dealer,"https://www.kbb.com/obd-ii/p0125/#:~:text=The%20P0125%20issue%20is%20usually,this%20will%20trigger%20the%20code.",https://www.fixdapp.com/blog/p0125-meaning-causes-symptoms-fixes/,
28392851,Engine Coolant Temperature,2HGMK41JXMN201191,Genuine Filtration for Cummins B & L Series Engines,P0114,Insufficient Coolant Temperature For Closed Loop Fuel Control,$75.00,$275.00,$200.00,Malfunctioning ECT sensor,Dealer,"https://www.kbb.com/obd-ii/p0125/#:~:text=The%20P0125%20issue%20is%20usually,this%20will%20trigger%20the%20code.",https://www.fixdapp.com/blog/p0125-meaning-causes-symptoms-fixes/,
28392852,Engine Coolant Temperature,2HGMK41JXMN201192,Genuine Filtration for Cummins B & L Series Engines,P0114,Insufficient Coolant Temperature For Closed Loop Fuel Control,$75.00,$275.00,$200.00,Malfunctioning CHT sensor,Dealer,"https://www.kbb.com/obd-ii/p0125/#:~:text=The%20P0125%20issue%20is%20usually,this%20will%20trigger%20the%20code.",https://www.fixdapp.com/blog/p0125-meaning-causes-symptoms-fixes/,
28392853,Intake air temperature sensor,2HGMK41JXMN201193,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Too High,$42.00,$137.00,$95.00,Blockage of heat exchangers,Dealer,https://www.troublecodes.net/pcodes/p0127/,"https://repairpal.com/estimator/intake-air-temperature-iat-sensor-replacement-cost#:~:text=The%20average%20cost%20for%20intake,repairs%20may%20also%20be%20needed.",
